op_name,dtype,b,nh,nh_kv,hd,s_q,s_kv,time_ms,flops,bytes
cudagraph_flashattn,float16,64,32,8,128,8192,32768,4038.164917,281474976710656,17179869184
cudagraph_flashattn,float16,64,32,8,128,8192,16384,OOM,0,0
cudagraph_flashattn,float16,64,32,8,128,8192,8192,OOM,0,0
cudagraph_flashattn,float16,64,32,8,128,8192,4096,OOM,0,0
cudagraph_flashattn,float16,64,32,8,128,8192,2048,OOM,0,0
cudagraph_flashattn,float16,64,32,8,128,8192,1024,OOM,0,0
cudagraph_flashattn,float16,64,32,8,128,8192,512,OOM,0,0
cudagraph_flashattn,float16,64,32,8,128,8192,256,OOM,0,0
cudagraph_flashattn,float16,64,32,8,128,8192,128,OOM,0,0
cudagraph_flashattn,float16,64,32,8,128,4096,32768,OOM,0,0
cudagraph_flashattn,float16,64,32,8,128,4096,16384,OOM,0,0
cudagraph_flashattn,float16,64,32,8,128,4096,8192,414.928334,35184372088832,6442450944
cudagraph_flashattn,float16,64,32,8,128,4096,4096,138.897818,17592186044416,5368709120
cudagraph_flashattn,float16,64,32,8,128,4096,2048,36.148773,8796093022208,4831838208
cudagraph_flashattn,float16,64,32,8,128,4096,1024,10.107986,4398046511104,4563402752
cudagraph_flashattn,float16,64,32,8,128,4096,512,5.389849,2199023255552,4429185024
cudagraph_flashattn,float16,64,32,8,128,4096,256,3.576693,1099511627776,4362076160
cudagraph_flashattn,float16,64,32,8,128,4096,128,3.127807,549755813888,4328521728
cudagraph_flashattn,float16,64,32,8,128,2048,32768,1115.252631,70368744177664,10737418240
cudagraph_flashattn,float16,64,32,8,128,2048,16384,528.672925,35184372088832,6442450944
cudagraph_flashattn,float16,64,32,8,128,2048,8192,241.887794,17592186044416,4294967296
cudagraph_flashattn,float16,64,32,8,128,2048,4096,103.488974,8796093022208,3221225472
cudagraph_flashattn,float16,64,32,8,128,2048,2048,35.680927,4398046511104,2684354560
cudagraph_flashattn,float16,64,32,8,128,2048,1024,9.678809,2199023255552,2415919104
