op_name,dtype,b,nhk,nvh,kd,vd,s_q,time_ms,flops,bytes
conv1d,bfloat16,64,10240,4,10240,1,8192,OOM,0,0
conv1d,bfloat16,64,10240,4,10240,1,4096,OOM,0,0
conv1d,bfloat16,64,10240,4,10240,1,2048,OOM,0,0
conv1d,bfloat16,64,10240,4,10240,1,1024,3.380809,5368709120,10737418240
conv1d,bfloat16,64,10240,4,10240,1,512,1.720483,2684354560,5368709120
conv1d,bfloat16,64,10240,4,10240,1,256,1.056127,1342177280,2684354560
conv1d,bfloat16,64,10240,4,10240,1,128,0.904070,671088640,1342177280
conv1d,bfloat16,64,10240,4,10240,1,1,2.312216,5242880,10485760
conv1d,bfloat16,16,10240,4,10240,1,32768,OOM,0,0
conv1d,bfloat16,16,10240,4,10240,1,16384,OOM,0,0
conv1d,bfloat16,16,10240,4,10240,1,8192,OOM,0,0
conv1d,bfloat16,16,10240,4,10240,1,4096,3.325189,5368709120,10737418240
conv1d,bfloat16,16,10240,4,10240,1,2048,1.702925,2684354560,5368709120
conv1d,bfloat16,16,10240,4,10240,1,1024,0.906193,1342177280,2684354560
conv1d,bfloat16,16,10240,4,10240,1,512,0.505705,671088640,1342177280
conv1d,bfloat16,16,10240,4,10240,1,256,0.338693,335544320,671088640
conv1d,bfloat16,16,10240,4,10240,1,128,0.298131,167772160,335544320
conv1d,bfloat16,16,10240,4,10240,1,1,0.630020,1310720,2621440
conv1d,bfloat16,4,10240,4,10240,1,32768,OOM,0,0
conv1d,bfloat16,4,10240,4,10240,1,16384,3.326816,5368709120,10737418240
conv1d,bfloat16,4,10240,4,10240,1,8192,1.696642,2684354560,5368709120
conv1d,bfloat16,4,10240,4,10240,1,4096,0.905623,1342177280,2684354560
conv1d,bfloat16,4,10240,4,10240,1,2048,0.483672,671088640,1342177280
conv1d,bfloat16,4,10240,4,10240,1,1024,0.283601,335544320,671088640
conv1d,bfloat16,4,10240,4,10240,1,512,0.182570,167772160,335544320
conv1d,bfloat16,4,10240,4,10240,1,256,0.138780,83886080,167772160
conv1d,bfloat16,4,10240,4,10240,1,128,0.133315,41943040,83886080
conv1d,bfloat16,4,10240,4,10240,1,1,0.222549,327680,655360
conv1d,bfloat16,1,10240,4,10240,1,32768,1.728382,2684354560,5368709120
conv1d,bfloat16,1,10240,4,10240,1,16384,0.893404,1342177280,2684354560
conv1d,bfloat16,1,10240,4,10240,1,8192,0.486132,671088640,1342177280
conv1d,bfloat16,1,10240,4,10240,1,4096,0.317242,335544320,671088640
conv1d,bfloat16,1,10240,4,10240,1,2048,0.177976,167772160,335544320
conv1d,bfloat16,1,10240,4,10240,1,1024,0.139528,83886080,167772160
conv1d,bfloat16,1,10240,4,10240,1,512,0.122094,41943040,83886080
conv1d,bfloat16,1,10240,4,10240,1,256,0.122106,20971520,41943040
conv1d,bfloat16,1,10240,4,10240,1,128,0.130222,10485760,20971520
conv1d,bfloat16,1,10240,4,10240,1,1,0.130424,81920,163840
